# Program:featureCounts v1.6.3; Command:"featureCounts" "-a" "../SDv2.2_Genes.gff" "-F" "GFF" "-t" "mRNA" "-g" "Parent" "-s" "1" "-o" "counts/3.5-4.txt" "starmapping/3.5-4_S21Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	starmapping/3.5-4_S21Aligned.sortedByCoord.out.bam
TCAL_09674	Chromosome_9	4295435	4299115	-	3681	3
TCAL_09677	Chromosome_9	4324789	4325667	-	879	370
TCAL_05415	Chromosome_9	6990887	6993580	+	2694	0
TCAL_05207	Chromosome_9	10785294	10786736	+	1443	108
TCAL_05936	Chromosome_9	10563256	10564263	-	1008	732
TCAL_15051	Chromosome_9	6207709	6208023	-	315	1
TCAL_15050	Chromosome_9	6190926	6192613	-	1688	17
TCAL_02374	Chromosome_9	6173421	6173915	-	495	15
TCAL_02375	Chromosome_9	6180837	6181247	+	411	0
TCAL_02376	Chromosome_9	6186203	6189033	+	2831	175
TCAL_02377	Chromosome_9	6197170	6198909	-	1740	22
TCAL_02370	Chromosome_9	6117003	6118027	+	1025	1960
TCAL_02371	Chromosome_9	6119772	6121090	-	1319	18476
TCAL_02372	Chromosome_9	6130859	6134673	+	3815	425
TCAL_02373	Chromosome_9	6162449	6165777	-	3329	75
TCAL_02378	Chromosome_9	6209139	6212180	-	3042	91
TCAL_02379	Chromosome_9	6227259	6240723	-	13465	68
TCAL_12353	Chromosome_9	9180490	9181725	-	1236	248
TCAL_12352	Chromosome_9	9181993	9183677	+	1685	51
TCAL_12351	Chromosome_9	9186058	9188232	+	2175	252
TCAL_12357	Chromosome_9	9163131	9163878	+	748	119
TCAL_12356	Chromosome_9	9161163	9174484	-	13322	93
TCAL_12355	Chromosome_9	9175689	9177958	+	2270	1143
TCAL_12354	Chromosome_9	9177935	9179336	-	1402	0
TCAL_17321	Chromosome_9	5763239	5763748	+	510	0
TCAL_17320	Chromosome_9	5711512	5713305	+	1794	5
TCAL_17323	Chromosome_9	6179397	6186555	-	7159	0
TCAL_17322	Chromosome_9	5723975	5724208	-	234	45
TCAL_17325	Chromosome_9	6573674	6574594	+	921	0
TCAL_17324	Chromosome_9	6557398	6562962	+	5565	4
TCAL_17327	Chromosome_9	6779574	6784196	+	4623	56
TCAL_17326	Chromosome_9	6555594	6556826	-	1233	0
TCAL_17329	Chromosome_9	6838076	6838675	+	600	33
TCAL_17328	Chromosome_9	6872199	6872493	-	295	0
TCAL_02803	Chromosome_9	9841819	9842430	-	612	29
TCAL_16458	Chromosome_9	9786276	9787164	-	889	4
TCAL_16459	Chromosome_9	9801773	9810158	-	8386	1
TCAL_16360	Chromosome_9	13671322	13672172	+	851	139
TCAL_15059	Chromosome_9	8635370	8637322	+	1953	164
TCAL_16361	Chromosome_9	14574568	14575843	-	1276	0
TCAL_15058	Chromosome_9	8508534	8510114	+	1581	27
TCAL_10672	Chromosome_9	355873	358666	+	2794	40
TCAL_10673	Chromosome_9	346303	348732	-	2430	845
TCAL_10670	Chromosome_9	372169	379203	+	7035	2458
TCAL_10671	Chromosome_9	358894	364926	-	6033	1645
TCAL_10674	Chromosome_9	333595	341772	+	8178	61
TCAL_10675	Chromosome_9	270624	278090	+	7467	2
TCAL_08718	Chromosome_9	9248904	9251651	+	2748	28
TCAL_08719	Chromosome_9	9253806	9258681	-	4876	115
TCAL_08710	Chromosome_9	9217015	9217674	+	660	0
TCAL_08711	Chromosome_9	9217780	9225988	-	8209	769
TCAL_08712	Chromosome_9	9229236	9230974	+	1739	69
TCAL_08713	Chromosome_9	9230951	9233497	-	2547	329
TCAL_08714	Chromosome_9	9233904	9234920	+	1017	386
TCAL_08715	Chromosome_9	9238591	9239481	+	891	155
TCAL_08716	Chromosome_9	9239775	9241972	+	2198	858
TCAL_08717	Chromosome_9	9246188	9247105	-	918	75
TCAL_10663	Chromosome_9	522422	524806	+	2385	755
TCAL_16407	Chromosome_9	14745699	14748451	+	2753	57
TCAL_15006	Chromosome_9	10232869	10234442	+	1574	0
TCAL_15007	Chromosome_9	10819336	10822661	-	3326	0
TCAL_10116	Chromosome_9	11653181	11661162	+	7982	150
TCAL_10115	Chromosome_9	11622050	11634068	-	12019	1270
TCAL_10111	Chromosome_9	11622274	11623028	+	755	180
TCAL_17460	Chromosome_9	11824847	11825237	+	391	0
TCAL_13767	Chromosome_9	11816807	11819444	+	2638	0
TCAL_10839	Chromosome_9	4062046	4063004	-	959	46
TCAL_17410	Chromosome_9	9120940	9124023	-	3084	254
TCAL_09290	Chromosome_9	9107611	9110818	-	3208	3
TCAL_06543	Chromosome_9	13440951	13443927	-	2977	5
TCAL_06542	Chromosome_9	13447848	13451948	-	4101	77
TCAL_06541	Chromosome_9	13455716	13458423	+	2708	3401
TCAL_06540	Chromosome_9	13458452	13468838	-	10387	1762
TCAL_17432	Chromosome_1	16165878	16167677	-	1800	0
TCAL_05226	Chromosome_1	15754253	15756918	+	2666	174
TCAL_05224	Chromosome_1	15721630	15736829	+	15200	235
TCAL_06941	Chromosome_1	11268327	11269493	-	1167	130
TCAL_12214	Chromosome_1	16119885	16124166	-	4282	278
TCAL_03786	Chromosome_1	11837296	11848432	+	11137	999
TCAL_16478	Chromosome_1	11227624	11228028	+	405	1
TCAL_16479	Chromosome_1	11270401	11275328	-	4928	0
TCAL_16476	Chromosome_1	10817210	10838850	-	21641	4
TCAL_16477	Chromosome_1	11001718	11002460	+	743	0
TCAL_16474	Chromosome_1	10817150	10824991	+	7842	9
TCAL_16475	Chromosome_1	10833394	10842285	+	8892	1
TCAL_16472	Chromosome_1	84350	92008	-	7659	10
TCAL_16473	Chromosome_1	10125832	10129999	-	4168	301
TCAL_16470	Chromosome_1	24566	26212	+	1647	2
TCAL_16471	Chromosome_1	72502	83458	-	10957	2
TCAL_04107	Chromosome_1	5031832	5033205	+	1374	468
TCAL_13781	Chromosome_1	8900093	8901929	+	1837	1
TCAL_14224	Chromosome_1	13648627	13648929	+	303	0
TCAL_12616	Chromosome_1	287353	289620	+	2268	92
TCAL_12615	Chromosome_1	292476	295381	-	2906	45
TCAL_12618	Chromosome_1	272053	285852	-	13800	543
TCAL_12619	Chromosome_1	267427	271763	+	4337	268
TCAL_05218	Chromosome_1	15627275	15628420	-	1146	312
TCAL_05219	Chromosome_1	15644421	15645679	+	1259	6
TCAL_05216	Chromosome_1	15613137	15620921	+	7785	7
TCAL_05217	Chromosome_1	15624700	15625530	+	831	7
TCAL_04168	Chromosome_1	6078240	6080720	+	2481	2
TCAL_04167	Chromosome_1	6087742	6091388	+	3647	114
TCAL_04166	Chromosome_1	6094054	6095866	+	1813	1273
TCAL_04165	Chromosome_1	6100535	6103770	-	3236	0
TCAL_04163	Chromosome_1	6113778	6116139	+	2362	650
TCAL_04162	Chromosome_1	6116284	6126215	+	9932	781
TCAL_04161	Chromosome_1	6126634	6136314	+	9681	49
TCAL_04160	Chromosome_1	6152990	6157289	+	4300	34
TCAL_06841	Chromosome_1	8345182	8348752	+	3571	10
TCAL_05090	Chromosome_1	9966253	9968880	-	2628	410
TCAL_05091	Chromosome_1	9969591	9970895	-	1305	81
TCAL_05092	Chromosome_1	9973558	9974724	-	1167	396
TCAL_07467	Chromosome_1	1483798	1487812	-	4015	281
TCAL_07469	Chromosome_1	1537032	1551209	+	14178	128
TCAL_07468	Chromosome_1	1491621	1502080	+	10460	348
TCAL_05096	Chromosome_1	9987447	9989489	-	2043	277
TCAL_05104	Chromosome_1	10027166	10030573	-	3408	186
TCAL_12888	Chromosome_1	11369304	11372023	+	2720	387
TCAL_04080	Chromosome_1	5344935	5355570	-	10636	49
TCAL_04081	Chromosome_1	5321242	5334811	+	13570	559
TCAL_04082	Chromosome_1	5309586	5320726	-	11141	291
TCAL_10237	Chromosome_1	3836291	3839277	-	2987	23
TCAL_07674	Chromosome_1	15347001	15348902	-	1902	46
TCAL_07675	Chromosome_1	15446828	15456325	+	9498	7
TCAL_07672	Chromosome_1	15339874	15343196	+	3323	121
TCAL_07673	Chromosome_1	15343752	15349568	+	5817	85
TCAL_07670	Chromosome_1	15314894	15328301	+	13408	3922
TCAL_07671	Chromosome_1	15330132	15339132	-	9001	265
TCAL_02484	Chromosome_1	1185033	1186985	+	1953	69
TCAL_09666	Chromosome_1	14546213	14547731	+	1519	173
TCAL_03825	Chromosome_1	11480732	11483326	-	2595	395
TCAL_03824	Chromosome_1	11493638	11499561	-	5924	26
TCAL_03823	Chromosome_1	11526830	11528149	-	1320	44
TCAL_03822	Chromosome_1	11536384	11540092	+	3709	243
TCAL_03821	Chromosome_1	11544505	11546654	+	2150	32
TCAL_03820	Chromosome_1	11549701	11557148	-	7448	3
TCAL_16519	Chromosome_1	468689	483614	+	14926	0
TCAL_16494	Chromosome_1	14790125	14801871	+	11747	0
TCAL_16495	Chromosome_1	14816066	14820146	+	4081	3
TCAL_16496	Chromosome_1	15058209	15059279	+	1071	334
TCAL_16497	Chromosome_1	15352120	15352646	+	527	0
TCAL_16490	Chromosome_1	13599707	13618129	-	18423	4
TCAL_16491	Chromosome_1	13803049	13815838	-	12790	1464
TCAL_16492	Chromosome_1	13929805	13930338	-	534	61
TCAL_16493	Chromosome_1	14755220	14757623	+	2404	1
TCAL_16498	Chromosome_1	15577073	15579172	+	2100	240
TCAL_16499	Chromosome_1	15795969	15805080	-	9112	0
TCAL_05636	Chromosome_1	7617798	7619414	+	1617	50
TCAL_17386	Chromosome_1	102939	106284	+	3346	0
TCAL_04145	Chromosome_1	6216100	6216879	+	780	312
TCAL_04144	Chromosome_1	6217092	6223179	-	6088	107
TCAL_04146	Chromosome_1	6213586	6215712	+	2127	69
TCAL_04141	Chromosome_1	6242894	6247024	-	4131	29
TCAL_04140	Chromosome_1	6250773	6251425	+	653	358
TCAL_04143	Chromosome_1	6225701	6229283	-	3583	33
TCAL_04149	Chromosome_1	6204263	6206237	+	1975	169
TCAL_04148	Chromosome_1	6209042	6209596	-	555	541
TCAL_03012	Chromosome_1	7432021	7439823	-	7803	451
TCAL_03013	Chromosome_1	7428773	7431136	-	2364	408
TCAL_13545	Chromosome_1	4464355	4479375	-	15021	3476
TCAL_13544	Chromosome_1	4432230	4433924	+	1695	1
TCAL_13541	Chromosome_1	4403095	4403424	+	330	0
TCAL_13543	Chromosome_1	4415709	4417040	-	1332	10
TCAL_13542	Chromosome_1	4403503	4406759	+	3257	35
TCAL_07193	Chromosome_1	8445713	8452333	-	6621	50
TCAL_07191	Chromosome_1	8436682	8438411	+	1730	90
TCAL_07190	Chromosome_1	8434963	8436645	+	1683	0
TCAL_07196	Chromosome_1	8498699	8506866	-	8168	20
TCAL_07195	Chromosome_1	8473702	8494551	+	20850	121
TCAL_07199	Chromosome_1	8520952	8524906	-	3955	469
TCAL_07198	Chromosome_1	8511003	8518621	-	7619	191
TCAL_09665	Chromosome_1	14554150	14556227	-	2078	102
TCAL_03016	Chromosome_1	7364237	7366537	+	2301	52
TCAL_06828	Chromosome_1	8222542	8230491	+	7950	3
TCAL_16510	Chromosome_1	379818	387127	-	7310	175
TCAL_05638	Chromosome_1	7649603	7651778	+	2176	108
TCAL_09353	Chromosome_1	2301832	2337573	-	35742	170
TCAL_07477	Chromosome_1	1567549	1569435	-	1887	128
TCAL_03011	Chromosome_1	7444026	7450125	+	6100	241
TCAL_09352	Chromosome_1	2341407	2359816	-	18410	87
TCAL_03015	Chromosome_1	7377125	7381848	+	4724	887
TCAL_17375	Chromosome_1	564942	571124	-	6183	0
TCAL_16514	Chromosome_1	3483475	3487943	-	4469	2
TCAL_09662	Chromosome_1	14587625	14589269	+	1645	0
TCAL_16518	Chromosome_1	463617	468303	+	4687	3
TCAL_11979	Chromosome_1	12523526	12535422	-	11897	4
TCAL_06743	Chromosome_1	9568848	9570064	+	1217	0
TCAL_08073	Chromosome_1	4711207	4723404	-	12198	31
TCAL_08072	Chromosome_1	4692990	4702411	-	9422	7
TCAL_08075	Chromosome_1	4762320	4764168	-	1849	164
TCAL_08074	Chromosome_1	4755200	4760490	-	5291	550
TCAL_08077	Chromosome_1	4781696	4783709	-	2014	643
TCAL_08076	Chromosome_1	4775476	4778295	-	2820	3
TCAL_08079	Chromosome_1	4806800	4816555	-	9756	5
TCAL_08078	Chromosome_1	4785351	4801302	+	15952	165
TCAL_13987	Chromosome_1	3307482	3308567	+	1086	0
TCAL_04678	Chromosome_1	2047170	2053870	+	6701	312
TCAL_03805	Chromosome_1	11657267	11665160	-	7894	3038
TCAL_03804	Chromosome_1	11664351	11671246	+	6896	456
TCAL_03807	Chromosome_1	11638041	11640674	-	2634	17
TCAL_03806	Chromosome_1	11655677	11656991	-	1315	1622
TCAL_03801	Chromosome_1	11685824	11687852	+	2029	200
TCAL_03800	Chromosome_1	11688573	11691508	+	2936	297
TCAL_03803	Chromosome_1	11671230	11674357	-	3128	613
TCAL_03802	Chromosome_1	11678101	11684509	+	6409	572
TCAL_03809	Chromosome_1	11612733	11617950	-	5218	1848
TCAL_03808	Chromosome_1	11622362	11625493	-	3132	67
TCAL_01403	Chromosome_1	10671566	10673116	+	1551	148
TCAL_01402	Chromosome_1	10657336	10663691	+	6356	2659
TCAL_01401	Chromosome_1	10634364	10654334	+	19971	190
TCAL_01400	Chromosome_1	10593090	10595620	-	2531	624
TCAL_01407	Chromosome_1	10693881	10695019	+	1139	127
TCAL_01406	Chromosome_1	10691476	10692774	-	1299	221
TCAL_01405	Chromosome_1	10678184	10691307	-	13124	984
TCAL_13852	Chromosome_1	8885946	8887754	-	1809	1925
TCAL_01409	Chromosome_1	10707210	10710728	+	3519	1034
TCAL_01408	Chromosome_1	10696077	10701702	-	5626	104
TCAL_13857	Chromosome_1	6486462	6494756	+	8295	38
TCAL_13856	Chromosome_1	6482209	6485538	+	3330	20
TCAL_03055	Chromosome_1	6991862	6995954	-	4093	126
TCAL_03053	Chromosome_1	7005358	7010345	+	4988	196
TCAL_13677	Chromosome_1	4072870	4080161	+	7292	4
TCAL_14249	Chromosome_1	2024696	2025505	+	810	8
TCAL_14248	Chromosome_1	178592	190128	-	11537	9
TCAL_04123	Chromosome_1	6452995	6456017	+	3023	184
TCAL_04122	Chromosome_1	6459904	6462503	-	2600	0
TCAL_04127	Chromosome_1	6409201	6420675	+	11475	16
TCAL_04126	Chromosome_1	6422872	6424863	-	1992	27
TCAL_04125	Chromosome_1	6435192	6443337	+	8146	0
TCAL_04124	Chromosome_1	6443787	6446881	+	3095	65
TCAL_04129	Chromosome_1	6369218	6370816	-	1599	398
TCAL_04128	Chromosome_1	6410430	6411698	-	1269	4136
TCAL_03046	Chromosome_1	7088841	7090155	-	1315	107
TCAL_04439	Chromosome_1	13558995	13564456	+	5462	330
TCAL_04438	Chromosome_1	13540416	13545081	-	4666	295
TCAL_04435	Chromosome_1	13465343	13479303	-	13961	9
TCAL_04434	Chromosome_1	13455211	13458986	-	3776	24
TCAL_04436	Chromosome_1	13508106	13540412	+	32307	179
TCAL_04431	Chromosome_1	13415980	13417607	-	1628	635
TCAL_04433	Chromosome_1	13448599	13452726	+	4128	9
TCAL_04432	Chromosome_1	13429631	13434733	+	5103	152
TCAL_09668	Chromosome_1	14534327	14538988	-	4662	71
TCAL_09667	Chromosome_1	14544598	14545854	-	1257	231
TCAL_03037	Chromosome_1	7204695	7208436	-	3742	10
TCAL_12212	Chromosome_1	16138013	16140994	+	2982	41
TCAL_12213	Chromosome_1	16131490	16133070	+	1581	125
TCAL_12210	Chromosome_1	16157849	16160218	+	2370	49
TCAL_12211	Chromosome_1	16140979	16143588	-	2610	991
TCAL_12216	Chromosome_1	16107738	16115048	+	7311	200
TCAL_12215	Chromosome_1	16116145	16117616	-	1472	249
TCAL_09664	Chromosome_1	14568366	14569404	-	1039	0
TCAL_09663	Chromosome_1	14575272	14576498	+	1227	0
TCAL_12021	Chromosome_1	4359338	4361466	+	2129	3
TCAL_12020	Chromosome_1	4329981	4335706	+	5726	4
TCAL_14252	Chromosome_1	2185692	2186555	-	864	6
TCAL_01429	Chromosome_1	10930939	10932691	-	1753	8
TCAL_01421	Chromosome_1	10842353	10844177	+	1825	0
TCAL_01420	Chromosome_1	10815349	10816032	+	684	41
TCAL_01423	Chromosome_1	10850939	10879831	-	28893	133
TCAL_01422	Chromosome_1	10844316	10846764	-	2449	1
TCAL_01425	Chromosome_1	10886191	10911378	+	25188	62
TCAL_01427	Chromosome_1	10924668	10927602	+	2935	1
TCAL_04430	Chromosome_1	13410526	13412299	-	1774	29
TCAL_06208	Chromosome_1	3040410	3041420	-	1011	460
TCAL_06209	Chromosome_1	3043892	3070952	-	27061	127
TCAL_14265	Chromosome_1	4282114	4282623	-	510	0
TCAL_10238	Chromosome_1	3828013	3830601	+	2589	955
TCAL_10239	Chromosome_1	3821912	3823706	-	1795	2
TCAL_14261	Chromosome_1	3362917	3365919	+	3003	453
TCAL_14260	Chromosome_1	3183710	3194838	+	11129	2
TCAL_14263	Chromosome_1	4049590	4061857	+	12268	1
TCAL_10232	Chromosome_1	3894853	3897078	+	2226	493
TCAL_10233	Chromosome_1	3882725	3893953	+	11229	3
TCAL_10230	Chromosome_1	3905048	3905813	+	766	1539
TCAL_10231	Chromosome_1	3900844	3903656	-	2813	507
TCAL_10236	Chromosome_1	3842450	3852847	-	10398	1
TCAL_10234	Chromosome_1	3868535	3870801	+	2267	0
TCAL_10235	Chromosome_1	3845292	3851586	+	6295	36
TCAL_06204	Chromosome_1	3001587	3008353	+	6767	948
TCAL_06207	Chromosome_1	3030173	3041600	+	11428	90
TCAL_06200	Chromosome_1	2967876	2968366	+	491	29
TCAL_06201	Chromosome_1	2984667	2987027	+	2361	151
TCAL_13520	Chromosome_1	12672253	12672801	-	549	0
TCAL_04100	Chromosome_1	5102802	5109750	-	6949	76
TCAL_04450	Chromosome_1	13659946	13664184	+	4239	1523
TCAL_02190	Chromosome_1	14388519	14392147	+	3629	92
TCAL_02507	Chromosome_1	912745	916632	-	3888	136
TCAL_02506	Chromosome_1	924100	925719	+	1620	179
TCAL_02505	Chromosome_1	923993	934184	-	10192	52
TCAL_02504	Chromosome_1	976636	983653	-	7018	387
TCAL_02503	Chromosome_1	984093	987088	+	2996	49
TCAL_02502	Chromosome_1	999955	1002397	+	2443	131
TCAL_02509	Chromosome_1	899284	904577	-	5294	2
TCAL_02508	Chromosome_1	910627	912162	+	1536	0
TCAL_07489	Chromosome_1	1710728	1715214	+	4487	1
TCAL_07485	Chromosome_1	1637196	1643706	+	6511	1707
TCAL_07484	Chromosome_1	1613455	1619724	+	6270	202
TCAL_07481	Chromosome_1	1595267	1598356	+	3090	3
TCAL_07480	Chromosome_1	1592840	1594705	+	1866	407
TCAL_07483	Chromosome_1	1603966	1607155	-	3190	2
TCAL_07482	Chromosome_1	1598447	1599253	-	807	168
TCAL_01368	Chromosome_1	10260512	10261504	+	993	1
TCAL_01369	Chromosome_1	10264010	10269920	+	5911	1
TCAL_01366	Chromosome_1	10238591	10241446	+	2856	171
TCAL_01367	Chromosome_1	10245404	10252351	+	6948	106
TCAL_01364	Chromosome_1	10222977	10224995	+	2019	22
TCAL_01365	Chromosome_1	10225148	10228110	-	2963	232
TCAL_01362	Chromosome_1	10210477	10218339	+	7863	1500
TCAL_01363	Chromosome_1	10218734	10221149	-	2416	17
TCAL_01361	Chromosome_1	10195875	10204688	-	8814	575
TCAL_05625	Chromosome_1	7541795	7546451	-	4657	417
TCAL_05624	Chromosome_1	7542649	7543702	+	1054	86
TCAL_05629	Chromosome_1	7565493	7566869	+	1377	44
TCAL_05628	Chromosome_1	7554830	7561384	-	6555	314
TCAL_06833	Chromosome_1	8267008	8270584	-	3577	0
TCAL_10196	Chromosome_1	8154391	8173072	-	18682	1395
TCAL_06832	Chromosome_1	8261940	8267378	+	5439	276
TCAL_15098	Chromosome_1	6176163	6181400	+	5238	59
TCAL_03280	Chromosome_1	15048813	15053218	+	4406	3
TCAL_14247	Chromosome_1	162287	165324	+	3038	1
TCAL_04688	Chromosome_1	2115580	2117144	+	1565	111
TCAL_04686	Chromosome_1	2094867	2109292	+	14426	677
TCAL_04687	Chromosome_1	2110225	2112269	+	2045	6
TCAL_04683	Chromosome_1	2063069	2066303	-	3235	4
TCAL_04135	Chromosome_1	6318049	6321116	-	3068	9
TCAL_14203	Chromosome_1	10373669	10375975	+	2307	0
TCAL_14202	Chromosome_1	10288910	10296814	-	7905	1058
TCAL_14201	Chromosome_1	10138967	10139551	-	585	0
TCAL_14200	Chromosome_1	988950	991286	-	2337	105
TCAL_14207	Chromosome_1	11844814	11846763	-	1950	15
TCAL_14206	Chromosome_1	11220797	11221468	+	672	16
TCAL_14205	Chromosome_1	10755095	10756333	-	1239	83
TCAL_14204	Chromosome_1	10515663	10522215	-	6553	21
TCAL_14209	Chromosome_1	11957942	11959630	-	1689	284
TCAL_14208	Chromosome_1	11848573	11848952	-	380	853
TCAL_06843	Chromosome_1	8360758	8367163	+	6406	471
TCAL_06840	Chromosome_1	8330311	8336349	+	6039	320
TCAL_06846	Chromosome_1	8381749	8386033	-	4285	208
TCAL_06847	Chromosome_1	8388344	8413881	+	25538	42
TCAL_06844	Chromosome_1	8366252	8368700	-	2449	307
TCAL_06845	Chromosome_1	8380111	8381478	+	1368	222
TCAL_06848	Chromosome_1	8414214	8416287	-	2074	452
TCAL_07640	Chromosome_1	3671014	3678559	+	7546	2
TCAL_09873	Chromosome_1	9569627	9579322	-	9696	9
TCAL_09653	Chromosome_1	14665659	14667886	-	2228	59
TCAL_09655	Chromosome_1	14659583	14661702	+	2120	664
TCAL_12840	Chromosome_1	4023480	4031314	+	7835	0
TCAL_11017	Chromosome_1	9350700	9360785	+	10086	3138
TCAL_02525	Chromosome_1	596617	599313	+	2697	84
TCAL_02521	Chromosome_1	699148	703493	-	4346	2
TCAL_02520	Chromosome_1	707986	709053	+	1068	96
TCAL_02523	Chromosome_1	667151	670228	-	3078	267
TCAL_02522	Chromosome_1	681462	691580	-	10119	52
TCAL_01384	Chromosome_1	10394171	10396851	-	2681	1540
TCAL_01385	Chromosome_1	10402443	10406100	+	3658	1046
TCAL_01386	Chromosome_1	10406097	10408973	-	2877	731
TCAL_01387	Chromosome_1	10409866	10413917	+	4052	752
TCAL_01380	Chromosome_1	10315956	10320828	-	4873	1613
TCAL_01381	Chromosome_1	10325127	10326280	+	1154	31
TCAL_01382	Chromosome_1	10352131	10356910	+	4780	52
TCAL_01383	Chromosome_1	10378983	10380396	-	1414	289
TCAL_01388	Chromosome_1	10423168	10433425	+	10258	35
TCAL_13111	Chromosome_1	14823229	14828670	-	5442	319
TCAL_11274	Chromosome_1	15015916	15017865	-	1950	282
TCAL_13330	Chromosome_1	16346755	16347102	-	348	13
TCAL_14227	Chromosome_1	13918255	13919909	+	1655	0
TCAL_09348	Chromosome_1	2341515	2379185	+	37671	5
TCAL_17411	Chromosome_1	2394894	2400906	-	6013	7
TCAL_02487	Chromosome_1	1169133	1172661	-	3529	328
TCAL_11279	Chromosome_1	14987124	14989572	+	2449	623
TCAL_11278	Chromosome_1	14989696	14990781	+	1086	305
TCAL_11275	Chromosome_1	15014617	15018132	+	3516	0
TCAL_11277	Chromosome_1	15000124	15005429	-	5306	212
TCAL_11276	Chromosome_1	15005831	15009129	-	3299	413
TCAL_11273	Chromosome_1	15018290	15019238	+	949	237
TCAL_14245	Chromosome_1	16259846	16260268	+	423	94
TCAL_02480	Chromosome_1	1200874	1206038	+	5165	1011
TCAL_14229	Chromosome_1	13968884	13986040	-	17157	3
TCAL_14228	Chromosome_1	13928704	13929699	-	996	251
TCAL_14221	Chromosome_1	12980728	12994225	+	13498	785
TCAL_14220	Chromosome_1	1309389	1311269	-	1881	0
TCAL_14223	Chromosome_1	13366255	13368014	+	1760	0
TCAL_14222	Chromosome_1	12994251	12997963	-	3713	161
TCAL_14225	Chromosome_1	13671722	13673116	+	1395	13331
TCAL_02481	Chromosome_1	1197623	1199180	-	1558	3746
TCAL_03268	Chromosome_1	15227804	15230718	-	2915	441
TCAL_09398	Chromosome_1	414586	421839	+	7254	121
TCAL_03262	Chromosome_1	13189680	13217411	+	27732	131
TCAL_03267	Chromosome_1	15239988	15240215	+	228	340
TCAL_03266	Chromosome_1	15238434	15249519	-	11086	310
TCAL_09396	Chromosome_1	393477	397143	+	3667	63
TCAL_14210	Chromosome_1	12177687	12178220	+	534	2
TCAL_09395	Chromosome_1	389085	392719	+	3635	378
TCAL_14213	Chromosome_1	12259431	12262748	+	3318	0
TCAL_09392	Chromosome_1	371222	372133	+	912	16
TCAL_09391	Chromosome_1	369753	370826	-	1074	66
TCAL_13104	Chromosome_1	9205203	9206345	+	1143	215
TCAL_13101	Chromosome_1	9263361	9267049	+	3689	54
TCAL_13100	Chromosome_1	9267460	9268839	-	1380	88
TCAL_13103	Chromosome_1	9217931	9223313	-	5383	74
TCAL_13102	Chromosome_1	9238014	9238955	+	942	9
TCAL_14215	Chromosome_1	12313703	12316228	+	2526	0
TCAL_09390	Chromosome_1	366084	369630	+	3547	17
TCAL_14216	Chromosome_1	12331285	12333618	-	2334	0
TCAL_14217	Chromosome_1	12435344	12436012	-	669	248
TCAL_01411	Chromosome_1	10731076	10732794	-	1719	5
TCAL_01417	Chromosome_1	10796329	10800027	+	3699	65
TCAL_07254	Chromosome_1	5930411	5931838	+	1428	6
TCAL_07255	Chromosome_1	5933701	5936711	+	3011	2063
TCAL_07256	Chromosome_1	5948484	5953065	+	4582	4
TCAL_07257	Chromosome_1	5955240	5958756	+	3517	75
TCAL_07250	Chromosome_1	5878347	5878961	+	615	11
TCAL_07251	Chromosome_1	5877976	5888825	-	10850	462
TCAL_07252	Chromosome_1	5891733	5893389	+	1657	7303
TCAL_07253	Chromosome_1	5898636	5922394	-	23759	190
TCAL_11015	Chromosome_1	9337111	9342266	+	5156	324
TCAL_11014	Chromosome_1	9330634	9332067	+	1434	1
TCAL_06217	Chromosome_1	3224850	3239375	-	14526	128
TCAL_06216	Chromosome_1	3219072	3220651	-	1580	0
TCAL_11013	Chromosome_1	9326795	9329985	+	3191	100
TCAL_08629	Chromosome_1	13908337	13911446	-	3110	133
TCAL_11012	Chromosome_1	9316143	9319324	-	3182	147
TCAL_11019	Chromosome_1	9381775	9383061	+	1287	214
TCAL_11018	Chromosome_1	9371449	9372804	+	1356	160
TCAL_04083	Chromosome_1	5300986	5310825	+	9840	7250
TCAL_04084	Chromosome_1	5296002	5297912	+	1911	55
TCAL_04085	Chromosome_1	5275254	5288798	-	13545	13
TCAL_04086	Chromosome_1	5267465	5273079	-	5615	44
TCAL_16539	Chromosome_1	9075086	9100583	+	25498	16
TCAL_16538	Chromosome_1	8893234	8893452	-	219	2
TCAL_16533	Chromosome_1	7640459	7643772	-	3314	18
TCAL_16532	Chromosome_1	7358752	7359477	-	726	727
TCAL_16531	Chromosome_1	7200148	7205195	+	5048	0
TCAL_16530	Chromosome_1	7134691	7137526	+	2836	0
TCAL_16537	Chromosome_1	8655574	8656532	+	959	0
TCAL_16536	Chromosome_1	808671	820894	-	12224	0
TCAL_16535	Chromosome_1	860000	860733	+	734	44
TCAL_16534	Chromosome_1	7873843	7875186	-	1344	0
