SeqName,Description
TCAL_11053-PA,Similar to nas-7 Zinc metalloproteinase nas-7 (Caenorhabditis elegans)
TCAL_09454-PA,Similar to NAT1 Arylamine N-acetyltransferase 1 (Mesocricetus auratus)
TCAL_06345-PA,Similar to Nat10 RNA cytidine acetyltransferase (Mus musculus)
TCAL_08171-PA,Similar to nau Myogenic-determination protein (Drosophila melanogaster)
TCAL_09848-PA,Similar to NAV2 Neuron navigator 2 (Homo sapiens)
TCAL_02461-PA,Similar to Naxd ATP-dependent (S)-NAD(P)H-hydrate dehydratase (Mus musculus)
TCAL_13857-PA,Similar to NBEAL1 Neurobeachin-like protein 1 (Homo sapiens)
TCAL_13006-PA,Similar to Nca Neurocalcin homolog (Drosophila melanogaster)
TCAL_04247-PA,Similar to ncaldb Neurocalcin-delta B (Danio rerio)
TCAL_12654-PA,Similar to NCAM1 Neural cell adhesion molecule 1 (Bos taurus)
TCAL_01110-PA,Similar to NCAM2 Neural cell adhesion molecule 2 (Homo sapiens)
TCAL_04361-PA,Similar to NCK1 Cytoplasmic protein NCK1 (Homo sapiens)
TCAL_02759-PA,Similar to Nckx30C Sodium/potassium/calcium exchanger Nckx30C (Drosophila melanogaster)
TCAL_11790-PA,Similar to Nckx30C Sodium/potassium/calcium exchanger Nckx30C (Drosophila melanogaster)
TCAL_04812-PA,Similar to ncm Pre-mRNA-splicing factor CWC22 homolog (Musca domestica)
TCAL_15661-PA,Similar to NCOA1 Nuclear receptor coactivator 1 (Sus scrofa)
TCAL_11615-PA,Similar to Ncoa5 Nuclear receptor coactivator 5 (Mus musculus)
TCAL_07869-PA,Similar to NCOA7 Nuclear receptor coactivator 7 (Homo sapiens)
TCAL_00606-PA,Similar to ncs-2 Neuronal calcium sensor 2 (Caenorhabditis elegans)
TCAL_01815-PA,Similar to ncs-2 Neuronal calcium sensor 2 (Caenorhabditis elegans)
TCAL_04199-PA,Similar to ncs-2 Neuronal calcium sensor 2 (Caenorhabditis elegans)
TCAL_04333-PA,Similar to ncs-2 Neuronal calcium sensor 2 (Caenorhabditis elegans)
TCAL_05747-PA,Similar to ncs-2 Neuronal calcium sensor 2 (Caenorhabditis elegans)
TCAL_10590-PA,Similar to ncs-2 Neuronal calcium sensor 2 (Caenorhabditis elegans)
TCAL_11417-PA,Similar to ncs-2 Neuronal calcium sensor 2 (Caenorhabditis elegans)
TCAL_11418-PA,Similar to ncs-2 Neuronal calcium sensor 2 (Caenorhabditis elegans)
TCAL_04131-PA,"Similar to ND-ACP Acyl carrier protein, mitochondrial (Drosophila melanogaster)"
TCAL_09584-PA,Similar to ndel1-b Nuclear distribution protein nudE-like 1-B (Xenopus laevis)
TCAL_09056-PA,Similar to ndl Serine protease nudel (Drosophila melanogaster)
TCAL_06899-PA,Similar to ndor1 NADPH-dependent diflavin oxidoreductase 1 (Xenopus laevis)
TCAL_12109-PA,Similar to NDRG3 Protein NDRG3 (Bos taurus)
TCAL_06292-PA,Similar to NDRG3 Protein NDRG3 (Pongo abelii)
TCAL_12453-PA,"Similar to ndufaf5 Arginine-hydroxylase NDUFAF5, mitochondrial (Danio rerio)"
TCAL_12405-PA,"Similar to Ndufs1 NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (Rattus norvegicus)"
TCAL_06478-PA,"Similar to Ndufs2 NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (Rattus norvegicus)"
TCAL_01480-PA,"Similar to NDUFS3 NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial (Pongo pygmaeus)"
TCAL_00848-PA,"Similar to NDUFS7 NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (Bos taurus)"
TCAL_10348-PA,"Similar to NDUFS8 NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial (Bos taurus)"
TCAL_03116-PA,"Similar to NDUFV1 NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (Bos taurus)"
TCAL_08370-PA,"Similar to NDUFV2 NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (Bos taurus)"
TCAL_10468-PA,Similar to ndx-3 Nudix hydrolase 3 (Caenorhabditis elegans)
TCAL_12263-PA,Similar to Nedd4 E3 ubiquitin-protein ligase NEDD4 (Mus musculus)
TCAL_10634-PA,Similar to Nek1 Serine/threonine-protein kinase Nek1 (Mus musculus)
TCAL_07160-PA,Similar to Nek4 Serine/threonine-protein kinase Nek4 (Mus musculus)
TCAL_03554-PA,Similar to NEK7 Serine/threonine-protein kinase Nek7 (Homo sapiens)
TCAL_04774-PA,Similar to nek8 Serine/threonine-protein kinase Nek8 (Danio rerio)
TCAL_13307-PA,Similar to NELL1 Protein kinase C-binding protein NELL1 (Homo sapiens)
TCAL_15145-PA,Similar to Neo1 Neogenin (Mus musculus)
TCAL_07630-PA,Similar to Neogenin (Fragment) (Gallus gallus)
TCAL_01898-PA,Similar to nep-11 Neprilysin-11 (Caenorhabditis elegans)
TCAL_16293-PA,Similar to nep-11 Neprilysin-11 (Caenorhabditis elegans)
TCAL_09287-PA,Similar to NET1 Neuroepithelial cell-transforming gene 1 protein (Homo sapiens)
TCAL_11447-PA,Similar to NETO1 Neuropilin and tolloid-like protein 1 (Homo sapiens)
TCAL_16671-PA,Similar to Neurexin-3 (Gallus gallus)
TCAL_13078-PA,Similar to neurog1 Neurogenin-1 (Danio rerio)
TCAL_09754-PA,Similar to Nf1 Neurofibromin (Rattus norvegicus)
TCAL_00844-PA,Similar to NF2 Merlin (Papio anubis)
TCAL_10666-PA,Similar to Nfatc2ip NFATC2-interacting protein (Rattus norvegicus)
TCAL_07863-PA,Similar to NFI1 CTD small phosphatase-like protein (Gallus gallus)
TCAL_01646-PA,Similar to nfil3 Nuclear factor interleukin-3-regulated protein (Danio rerio)
TCAL_04569-PA,Similar to nfil3 Nuclear factor interleukin-3-regulated protein (Xenopus tropicalis)
TCAL_02038-PA,Similar to nft-1 Nitrilase and fragile histidine triad fusion protein NitFhit (Caenorhabditis elegans)
TCAL_11206-PA,Similar to NFYB Nuclear transcription factor Y subunit beta (Homo sapiens)
TCAL_02643-PA,Similar to Nfyc Nuclear transcription factor Y subunit gamma (Mus musculus)
TCAL_05413-PA,Similar to ngb Neuroglobin (Tetraodon nigroviridis)
TCAL_03733-PA,Similar to NGLY1 Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (Gallus gallus)
TCAL_09283-PA,Similar to nhl-1 RING finger protein nhl-1 (Caenorhabditis elegans)
TCAL_16027-PA,Similar to nhl-1 RING finger protein nhl-1 (Caenorhabditis elegans)
TCAL_12997-PA,Similar to Nhlh1 Helix-loop-helix protein 1 (Mus musculus)
TCAL_00804-PA,Similar to NHP2 H/ACA ribonucleoprotein complex subunit 2-like protein (Drosophila yakuba)
TCAL_03366-PA,Similar to nhr-1 Nuclear hormone receptor-like 1 (Onchocerca volvulus)
TCAL_02167-PA,Similar to nhr-14 Nuclear hormone receptor family member nhr-14 (Caenorhabditis elegans)
TCAL_11974-PA,Similar to nhr-14 Nuclear hormone receptor family member nhr-14 (Caenorhabditis elegans)
TCAL_14607-PA,Similar to nhr-19 Nuclear hormone receptor family member nhr-19 (Caenorhabditis elegans)
TCAL_02933-PA,Similar to nhr-3 Nuclear hormone receptor family member nhr-3 (Caenorhabditis elegans)
TCAL_12464-PA,Similar to nhr-48 Nuclear hormone receptor family member nhr-48 (Caenorhabditis elegans)
TCAL_13012-PA,Similar to nhr-5 Nuclear hormone receptor family member nhr-5 (Caenorhabditis elegans)
TCAL_02744-PA,Similar to nhr-7 Nuclear hormone receptor family member nhr-7 (Caenorhabditis elegans)
TCAL_05377-PA,Similar to nhr-7 Nuclear hormone receptor family member nhr-7 (Caenorhabditis elegans)
TCAL_08790-PA,Similar to nhr-7 Nuclear hormone receptor family member nhr-7 (Caenorhabditis elegans)
TCAL_01312-PA,Similar to nhr-71 Nuclear hormone receptor family member nhr-71 (Caenorhabditis elegans)
TCAL_14823-PA,Similar to nhr-71 Nuclear hormone receptor family member nhr-71 (Caenorhabditis elegans)
TCAL_13462-PA,Similar to nhr-85 Nuclear hormone receptor family member nhr-85 (Caenorhabditis elegans)
TCAL_12581-PA,Similar to nhr-91 Nuclear hormone receptor family member nhr-91 (Caenorhabditis elegans)
TCAL_14390-PA,Similar to nhr-91 Nuclear hormone receptor family member nhr-91 (Caenorhabditis elegans)
TCAL_10418-PA,Similar to NID2 Nidogen-2 (Homo sapiens)
TCAL_16359-PA,Similar to NIF3L1 NIF3-like protein 1 (Bos taurus)
TCAL_08493-PA,Similar to NIM1K Serine/threonine-protein kinase NIM1 (Homo sapiens)
TCAL_01682-PA,Similar to ninaB Carotenoid isomerooxygenase (Galleria mellonella)
TCAL_04144-PA,Similar to ninaB Carotenoid isomerooxygenase (Galleria mellonella)
TCAL_05265-PA,Similar to ninaG Neither inactivation nor afterpotential protein G (Drosophila melanogaster)
TCAL_09401-PA,Similar to NIPA2 Magnesium transporter NIPA2 (Bos taurus)
TCAL_07090-PA,Similar to Nipsnap Protein NipSnap (Drosophila melanogaster)
TCAL_04582-PA,Similar to NISCH Nischarin (Homo sapiens)
TCAL_06844-PA,Similar to NIT2 Omega-amidase NIT2 (Bos taurus)
TCAL_04048-PA,Similar to NKX1-1 NK1 transcription factor-related protein 1 (Homo sapiens)
TCAL_03158-PA,Similar to NKX2-1 Homeobox protein Nkx-2.1 (Homo sapiens)
TCAL_06481-PA,Similar to nkx2.2a Homeobox protein Nkx-2.2a (Danio rerio)
TCAL_03872-PA,Similar to NKX6-1 Homeobox protein Nkx-6.1 (Homo sapiens)
TCAL_05841-PA,Similar to NLE1 Notchless protein homolog 1 (Homo sapiens)
TCAL_04351-PA,Similar to nlg-1 Neuroligin-1 (Caenorhabditis elegans)
TCAL_14858-PA,Similar to Nlgn2 Neuroligin-2 (Mus musculus)
TCAL_08049-PA,Similar to Nlgn2 Neuroligin-2 (Rattus norvegicus)
TCAL_03172-PA,Similar to Nlgn3 Neuroligin-3 (Mus musculus)
TCAL_04350-PA,"Similar to NLGN4X Neuroligin-4, X-linked (Homo sapiens)"
TCAL_08046-PA,"Similar to NLGN4X Neuroligin-4, X-linked (Homo sapiens)"
TCAL_15089-PA,Similar to Nlk Serine/threonine-protein kinase NLK (Rattus norvegicus)
TCAL_02565-PA,Similar to Nmdar1 Glutamate [NMDA] receptor subunit 1 (Drosophila mojavensis)
TCAL_08772-PA,Similar to Nmdar1 Glutamate [NMDA] receptor subunit 1 (Drosophila mojavensis)
TCAL_10595-PA,Similar to NME1-1 Nucleoside diphosphate kinase A 1 (Bos taurus)
TCAL_02560-PA,Similar to Nme2 Nucleoside diphosphate kinase B (Rattus norvegicus)
TCAL_02397-PA,Similar to NME5 Nucleoside diphosphate kinase homolog 5 (Homo sapiens)
TCAL_03085-PA,Similar to NME7 Nucleoside diphosphate kinase 7 (Homo sapiens)
TCAL_00729-PA,Similar to NMNAT1 Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 (Bos taurus)
TCAL_11567-PA,Similar to Nmrk1 Nicotinamide riboside kinase 1 (Mus musculus)
TCAL_11633-PA,Similar to NMT1 Phosphoethanolamine N-methyltransferase 1 (Arabidopsis thaliana)
TCAL_01981-PA,Similar to NMT2 Glycylpeptide N-tetradecanoyltransferase 2 (Homo sapiens)
TCAL_04730-PA,Similar to Nna1 Cytosolic carboxypeptidase Nna1 (Drosophila melanogaster)
TCAL_15413-PA,Similar to Nna1 Cytosolic carboxypeptidase Nna1 (Drosophila melanogaster)
TCAL_03151-PA,"Similar to NNT NAD(P) transhydrogenase, mitochondrial (Homo sapiens)"
TCAL_12530-PA,Similar to Noct Nocturnin (Mus musculus)
TCAL_04221-PA,Similar to Non1 Nucleolar GTP-binding protein 1 (Drosophila melanogaster)
TCAL_02164-PA,Similar to Nop17l Protein kintoun (Drosophila erecta)
TCAL_13158-PA,Similar to NOP2 Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase (Homo sapiens)
TCAL_13230-PA,Similar to nop56 Nucleolar protein 56 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
TCAL_04155-PA,Similar to NOP58 Nucleolar protein 58 (Homo sapiens)
TCAL_00355-PA,Similar to Nop60B H/ACA ribonucleoprotein complex subunit 4 (Drosophila melanogaster)
TCAL_00913-PA,Similar to Nop9 Nucleolar protein 9 (Mus musculus)
TCAL_08675-PA,"Similar to norpA 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase (Drosophila melanogaster)"
TCAL_09726-PA,"Similar to NOS2 Nitric oxide synthase, inducible (Gallus gallus)"
TCAL_08562-PA,Similar to NOSTRIN Nostrin (Homo sapiens)
TCAL_13013-PA,Similar to notch1 Neurogenic locus notch homolog protein 1 (Xenopus laevis)
TCAL_15932-PA,Similar to noto Homeobox protein notochord (Xenopus laevis)
TCAL_07997-PA,Similar to notum1a Palmitoleoyl-protein carboxylesterase notum1a (Danio rerio)
TCAL_01216-PA,Similar to NOX5 NADPH oxidase 5 (Homo sapiens)
TCAL_03573-PA,Similar to NOX5 NADPH oxidase 5 (Homo sapiens)
TCAL_03574-PA,Similar to NOX5 NADPH oxidase 5 (Homo sapiens)
TCAL_03645-PA,Similar to NOX5 NADPH oxidase 5 (Homo sapiens)
TCAL_04607-PA,Similar to NOX5 NADPH oxidase 5 (Homo sapiens)
TCAL_04391-PA,Similar to NPAS2 Neuronal PAS domain-containing protein 2 (Homo sapiens)
TCAL_07821-PA,Similar to NPC1 Niemann-Pick C1 protein (Homo sapiens)
TCAL_09077-PA,Similar to Npc1 Niemann-Pick C1 protein (Mus musculus)
TCAL_00054-PA,Similar to NPC1 Niemann-Pick C1 protein (Sus scrofa)
TCAL_04314-PA,Similar to NPC1 Niemann-Pick C1 protein (Sus scrofa)
TCAL_08010-PA,Similar to NPC1 Niemann-Pick C1 protein (Sus scrofa)
TCAL_14942-PA,Similar to Npc1b Niemann-Pick type protein homolog 1B (Drosophila melanogaster)
TCAL_03719-PA,Similar to NPEPL1 Probable aminopeptidase NPEPL1 (Homo sapiens)
TCAL_04130-PA,Similar to NPEPPS Puromycin-sensitive aminopeptidase (Homo sapiens)
TCAL_11865-PA,Similar to NPEPPS Puromycin-sensitive aminopeptidase (Homo sapiens)
TCAL_11219-PA,Similar to Npepps Puromycin-sensitive aminopeptidase (Mus musculus)
TCAL_04064-PA,Similar to NPFR Neuropeptide F receptor (Drosophila melanogaster)
TCAL_04066-PA,Similar to NPFR Neuropeptide F receptor (Drosophila melanogaster)
TCAL_06016-PA,Similar to NPFR Neuropeptide F receptor (Drosophila melanogaster)
TCAL_06430-PA,Similar to NPFR Neuropeptide F receptor (Drosophila melanogaster)
TCAL_09037-PA,Similar to NPFR Neuropeptide F receptor (Drosophila melanogaster)
TCAL_09216-PA,Similar to NPFR Neuropeptide F receptor (Drosophila melanogaster)
TCAL_11189-PA,Similar to NPFR Neuropeptide F receptor (Drosophila melanogaster)
TCAL_11191-PA,Similar to NPFR Neuropeptide F receptor (Drosophila melanogaster)
TCAL_11545-PA,Similar to NPFR Neuropeptide F receptor (Drosophila melanogaster)
TCAL_11639-PA,Similar to NPFR Neuropeptide F receptor (Drosophila melanogaster)
TCAL_13187-PA,Similar to NPFR Neuropeptide F receptor (Drosophila melanogaster)
TCAL_15906-PA,Similar to NPFR Neuropeptide F receptor (Drosophila melanogaster)
TCAL_03969-PA,Similar to NPHS1 Nephrin (Homo sapiens)
TCAL_06727-PA,Similar to NPHS1 Nephrin (Homo sapiens)
TCAL_12673-PA,Similar to NPHS1 Nephrin (Homo sapiens)
TCAL_00258-PA,Similar to Nphs1 Nephrin (Mus musculus)
TCAL_03115-PA,Similar to Nphs1 Nephrin (Mus musculus)
TCAL_04760-PA,Similar to Nphs1 Nephrin (Mus musculus)
TCAL_09057-PA,Similar to Nphs1 Nephrin (Mus musculus)
TCAL_12672-PA,Similar to Nphs1 Nephrin (Mus musculus)
TCAL_03405-PA,Similar to Nphs1 Nephrin (Rattus norvegicus)
TCAL_06722-PA,Similar to Nphs1 Nephrin (Rattus norvegicus)
TCAL_09318-PA,Similar to Nphs1 Nephrin (Rattus norvegicus)
TCAL_09601-PA,Similar to Nphs1 Nephrin (Rattus norvegicus)
TCAL_01185-PA,Similar to Npl4 Nuclear protein localization protein 4 homolog (Drosophila melanogaster)
TCAL_12129-PA,Similar to NPR1 Atrial natriuretic peptide receptor 1 (Homo sapiens)
TCAL_04568-PA,Similar to Npr1 Atrial natriuretic peptide receptor 1 (Rattus norvegicus)
TCAL_16472-PA,Similar to NPR2 Atrial natriuretic peptide receptor 2 (Bos taurus)
TCAL_02390-PA,Similar to Npr2 Atrial natriuretic peptide receptor 2 (Mus musculus)
TCAL_10659-PA,Similar to Nprl3 GATOR complex protein NPRL3 (Mus musculus)
TCAL_06184-PA,Similar to NPTX2 Neuronal pentraxin-2 (Cavia porcellus)
TCAL_10624-PA,Similar to NPY2R Neuropeptide Y receptor type 2 (Cavia porcellus)
TCAL_07018-PA,Similar to Npy2r Neuropeptide Y receptor type 2 (Mus musculus)
TCAL_07378-PA,Similar to NR1H3 Oxysterols receptor LXR-alpha (Homo sapiens)
TCAL_08928-PA,Similar to NR1H4 Bile acid receptor (Bos taurus)
TCAL_10767-PA,Similar to NR1I3 Nuclear receptor subfamily 1 group I member 3 (Callorhinus ursinus)
TCAL_02845-PA,Similar to NR2C2 Nuclear receptor subfamily 2 group C member 2 (Homo sapiens)
TCAL_00146-PA,Similar to NR2E1 Nuclear receptor subfamily 2 group E member 1 (Gallus gallus)
TCAL_09585-PA,Similar to nr2e1 Nuclear receptor subfamily 2 group E member 1 (Oryzias latipes)
TCAL_12711-PA,Similar to nr2e1 Nuclear receptor subfamily 2 group E member 1 (Xenopus laevis)
TCAL_04357-PA,Similar to NR2E3 Photoreceptor-specific nuclear receptor (Homo sapiens)
TCAL_09244-PA,Similar to NR2E3 Photoreceptor-specific nuclear receptor (Homo sapiens)
TCAL_08433-PA,Similar to NR5A2 Nuclear receptor subfamily 5 group A member 2 (Gallus gallus)
TCAL_02518-PA,Similar to NR5A2 Nuclear receptor subfamily 5 group A member 2 (Homo sapiens)
TCAL_10874-PA,Similar to NR5A2 Nuclear receptor subfamily 5 group A member 2 (Homo sapiens)
TCAL_17217-PA,Similar to Nr5a2 Nuclear receptor subfamily 5 group A member 2 (Mus musculus)
TCAL_04002-PA,Similar to Nr5a2 Nuclear receptor subfamily 5 group A member 2 (Rattus norvegicus)
TCAL_11964-PA,Similar to Nrarp Notch-regulated ankyrin repeat-containing protein (Mus musculus)
TCAL_13088-PA,Similar to nrarpa Notch-regulated ankyrin repeat-containing protein A (Danio rerio)
TCAL_11963-PA,Similar to nrarpb Notch-regulated ankyrin repeat-containing protein B (Danio rerio)
TCAL_01472-PA,Similar to Nrbp1 Nuclear receptor-binding protein (Mus musculus)
TCAL_02496-PA,Similar to NRDC Nardilysin (Homo sapiens)
TCAL_04520-PA,Similar to Nrg Neuroglian (Drosophila melanogaster)
TCAL_13263-PA,Similar to Nrg Neuroglian (Drosophila melanogaster)
TCAL_02383-PA,Similar to Nrk Tyrosine-protein kinase transmembrane receptor Ror2 (Drosophila melanogaster)
TCAL_01740-PA,Similar to nrp1a Neuropilin-1a (Danio rerio)
TCAL_09914-PA,Similar to Nrt Neurotactin (Drosophila melanogaster)
TCAL_00230-PA,Similar to Nrx-IV Neurexin-4 (Drosophila melanogaster)
TCAL_01738-PA,Similar to nrxn1a Neurexin-1a (Danio rerio)
TCAL_10650-PA,Similar to nrxn1a Neurexin-1a (Danio rerio)
TCAL_03588-PA,Similar to Ns3 Large subunit GTPase 1 homolog (Drosophila melanogaster)
TCAL_10604-PA,Similar to NSA2 Ribosome biogenesis protein NSA2 homolog (Homo sapiens)
TCAL_05036-PA,"Similar to Nsd1 Histone-lysine N-methyltransferase, H3 lysine-36 and H4 lysine-20 specific (Mus musculus)"
TCAL_10231-PA,Similar to NSFL1C NSFL1 cofactor p47 (Gallus gallus)
TCAL_14609-PA,Similar to Nsmaf Protein FAN (Mus musculus)
TCAL_11015-PA,Similar to Nsmce3 Non-structural maintenance of chromosomes element 3 homolog (Mus musculus)
TCAL_00663-PA,Similar to nst-1 Guanine nucleotide-binding protein-like 3 homolog (Caenorhabditis elegans)
TCAL_00487-PA,Similar to Nsun2 tRNA (cytosine(34)-C(5))-methyltransferase (Drosophila melanogaster)
TCAL_00017-PA,Similar to nsun4 5-methylcytosine rRNA methyltransferase NSUN4 (Xenopus tropicalis)
TCAL_03610-PA,Similar to NSUN5 Probable 28S rRNA (cytosine-C(5))-methyltransferase (Homo sapiens)
TCAL_10340-PA,Similar to NT5C3A Cytosolic 5'-nucleotidase 3A (Gallus gallus)
TCAL_04631-PA,Similar to Nt5e 5'-nucleotidase (Mus musculus)
TCAL_02504-PA,Similar to NTHL1 Endonuclease III-like protein 1 (Bos taurus)
TCAL_09665-PA,Similar to ntla Brachyury protein homolog A (Danio rerio)
TCAL_12442-PA,Similar to NTM Neurotrimin (Bos taurus)
TCAL_15340-PA,Similar to NTM Neurotrimin (Bos taurus)
TCAL_10467-PA,Similar to NTM Neurotrimin (Homo sapiens)
TCAL_03914-PA,Similar to ntmt1 N-terminal Xaa-Pro-Lys N-methyltransferase 1 (Danio rerio)
TCAL_01637-PA,Similar to NTN1 Netrin-1 (Sus scrofa)
TCAL_00703-PA,Similar to NUAK1 NUAK family SNF1-like kinase 1 (Homo sapiens)
TCAL_05680-PA,Similar to NUBPL Iron-sulfur protein NUBPL (Homo sapiens)
TCAL_01267-PA,Similar to NUDC Nuclear migration protein nudC (Gallus gallus)
TCAL_08966-PA,Similar to numb Protein numb (Drosophila melanogaster)
TCAL_06541-PA,Similar to Nurf-38 Inorganic pyrophosphatase (Drosophila melanogaster)
TCAL_01538-PA,Similar to Nvl Nuclear valosin-containing protein-like (Mus musculus)
TCAL_01845-PA,Similar to Nxnl2 Nucleoredoxin-like protein 2 (Mus musculus)
TCAL_05657-PA,Similar to Nxnl2 Nucleoredoxin-like protein 2 (Mus musculus)
TCAL_09303-PA,Similar to Obscn Obscurin (Mus musculus)
TCAL_01024-PA,Similar to OCC_04335 Aromatic-amino-acid aminotransferase 1 (Thermococcus litoralis (strain ATCC 51850 / DSM 5473 / JCM 8560 / NS-C))
TCAL_09197-PA,Similar to Ocrl Inositol polyphosphate 5-phosphatase OCRL-1 (Rattus norvegicus)
TCAL_00767-PA,Similar to oct-1 Organic cation transporter 1 (Caenorhabditis elegans)
